state,year,quarter,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Wyoming,2021,4,609.19,8518334.0,515.35,7000456.0,93.84,1517878.0,93.84,1517878.0
Kentucky,2019,1,416.52,8.0749228E7,322.91,8.3669524E7,93.61,-2920296.0,93.61,2920296.0
Missouri,2020,2,463.85,1.70235965E8,370.46,1.15084583E8,93.39,5.5151382E7,93.39,5.5151382E7
Massachusetts,2020,2,362.29,1.90241178E8,268.93,1.2576292E8,93.36,6.4478258E7,93.36,6.4478258E7
Virgin Islands,2019,2,423.55,4259770.0,516.66,4839050.0,-93.11,-579280.0,93.11,579280.0
Delaware,2019,2,293.9,1.833937E7,386.79,1.9556512E7,-92.89,-1217142.0,92.89,1217142.0
Alaska,2003,4,452.75,6318463.0,545.43,9800644.0,-92.68,-3482181.0,92.68,3482181.0
Texas,2019,2,343.5,4.90106524E8,436.16,5.10467759E8,-92.66,-2.0361235E7,92.66,2.0361235E7
Virgin Islands,2019,1,516.66,4839050.0,424.42,5689118.0,92.24,-850068.0,92.24,850068.0
Nebraska,2023,4,385.09,2.9324794E7,293.56,2.2549442E7,91.53,6775352.0,91.53,6775352.0
Arizona,2019,2,323.44,1.18055917E8,414.94,1.20898605E8,-91.5,-2842688.0,91.5,2842688.0
Oklahoma,2019,2,321.36,8.5360947E7,412.67,8.6868107E7,-91.31,-1507160.0,91.31,1507160.0
South Carolina,2025,1,400.34,1.08482437E8,491.58,1.55489215E8,-91.24,-4.7006778E7,91.24,4.7006778E7
North Dakota,2019,2,308.03,7169354.0,399.07,7287291.0,-91.04,-117937.0,91.04,117937.0
Nevada,2019,2,277.69,6.1388368E7,368.64,6.2862644E7,-90.95,-1474276.0,90.95,1474276.0
South Carolina,2019,1,427.2,9.0479419E7,336.41,9.7091447E7,90.79,-6612028.0,90.79,6612028.0
Arkansas,2022,3,297.75,3.4649554E7,388.04,4.8996147E7,-90.29,-1.4346593E7,90.29,1.4346593E7
Utah,2019,1,441.46,2.5206718E7,351.45,2.5947955E7,90.01,-741237.0,90.01,741237.0
Idaho,2019,2,307.06,2.0261404E7,396.43,2.1063256E7,-89.37,-801852.0,89.37,801852.0
Maine,2019,2,252.32,2.1544162E7,341.18,2.1659879E7,-88.86,-115717.0,88.86,115717.0
Nebraska,2023,3,293.56,2.2549442E7,382.28,2.9654364E7,-88.72,-7104922.0,88.72,7104922.0
Alaska,2025,1,707.84,2.107991E7,619.52,1.8774534E7,88.32,2305376.0,88.32,2305376.0
North Carolina,2019,2,295.4,1.81614987E8,382.72,1.96996121E8,-87.32,-1.5381134E7,87.32,1.5381134E7
Kansas,2019,1,391.67,2.8245443E7,304.76,2.9747505E7,86.91,-1502062.0,86.91,1502062.0
South Carolina,2024,4,491.58,1.55489215E8,404.81,1.12282759E8,86.77,4.3206456E7,86.77,4.3206456E7
New York,2023,1,472.48,8.01582204E8,559.07,9.23895448E8,-86.59,-1.22313244E8,86.59,1.22313244E8
Mississippi,2005,4,460.59,1.06399978E8,374.14,9.1584981E7,86.45,1.4814997E7,86.45,1.4814997E7
South Dakota,2020,2,461.1,1.7155156E7,374.73,1.3806575E7,86.37,3348581.0,86.37,3348581.0
Kentucky,2024,3,368.14,1.0744764E8,281.77,7.6556487E7,86.37,3.0891153E7,86.37,3.0891153E7
Wisconsin,2023,1,474.67,1.7691606E8,560.88,2.07277757E8,-86.21,-3.0361697E7,86.21,3.0361697E7
Texas,2023,1,570.93,9.05421067E8,656.95,1.055910795E9,-86.02,-1.50489728E8,86.02,1.50489728E8
Montana,2020,4,484.52,2.3443895E7,570.42,2.6505183E7,-85.9,-3061288.0,85.9,3061288.0
Alaska,1989,4,661.21,5145493.0,575.49,4604626.0,85.72,540867.0,85.72,540867.0
Minnesota,2019,2,257.9,5.3366504E7,343.44,5.5057375E7,-85.54,-1690871.0,85.54,1690871.0
Indiana,2023,2,345.76,9.7946561E7,430.91,1.21580346E8,-85.15,-2.3633785E7,85.15,2.3633785E7
Hawaii,1989,4,575.02,1.7784382E7,490.01,1.5446303E7,85.01,2338079.0,85.01,2338079.0
Indiana,2022,1,509.14,1.46902198E8,594.04,1.72945886E8,-84.9,-2.6043688E7,84.9,2.6043688E7
Delaware,2020,2,432.69,2.6686467E7,347.89,1.9921906E7,84.8,6764561.0,84.8,6764561.0
Texas,2019,1,436.16,5.10467759E8,351.48,5.336167E8,84.68,-2.3148941E7,84.68,2.3148941E7
Alaska,2009,2,701.0,1.8915977E7,616.38,1.5196366E7,84.62,3719611.0,84.62,3719611.0
Alaska,1990,4,696.27,5964642.0,612.04,5393173.0,84.23,571469.0,84.23,571469.0
Nebraska,2022,4,396.74,3.0542242E7,312.52,2.3748815E7,84.22,6793427.0,84.22,6793427.0
Florida,2019,1,372.38,4.24719033E8,288.19,4.64667274E8,84.19,-3.9948241E7,84.19,3.9948241E7
North Dakota,2019,1,399.07,7287291.0,315.2,7606943.0,83.87,-319652.0,83.87,319652.0
Alaska,1999,1,613.38,9253363.0,529.62,6453896.0,83.76,2799467.0,83.76,2799467.0
Nebraska,2020,2,447.56,3.4359571E7,364.06,2.5594374E7,83.5,8765197.0,83.5,8765197.0
Georgia,2019,2,334.05,2.15357417E8,417.37,2.25803332E8,-83.32,-1.0445915E7,83.32,1.0445915E7
New Jersey,2023,1,550.46,2.15464398E8,467.75,1.89377202E8,82.71,2.6087196E7,82.71,2.6087196E7
Nebraska,2022,2,278.77,2.0890143E7,361.38,2.6980983E7,-82.61,-6090840.0,82.61,6090840.0
Maine,2019,1,341.18,2.1659879E7,258.67,2.2211023E7,82.51,-551144.0,82.51,551144.0
Maine,2023,1,454.8,4.4070164E7,536.83,5.2290141E7,-82.03,-8219977.0,82.03,8219977.0
Michigan,2023,1,479.56,3.63940846E8,561.49,4.20108254E8,-81.93,-5.6167408E7,81.93,5.6167408E7
Wisconsin,2019,2,259.01,8.0818777E7,340.93,8.2416008E7,-81.92,-1597231.0,81.92,1597231.0
Kentucky,2022,3,357.56,9.0680424E7,439.41,1.10947343E8,-81.85,-2.0266919E7,81.85,2.0266919E7
Louisiana,2023,1,533.87,2.46924409E8,615.61,2.69980529E8,-81.74,-2.305612E7,81.74,2.305612E7
Alaska,2021,4,786.92,3.3631728E7,868.55,3.5677401E7,-81.63,-2045673.0,81.63,2045673.0
Nebraska,2020,4,430.03,3.1513859E7,348.4,2.4535815E7,81.63,6978044.0,81.63,6978044.0
Hawaii,1990,4,599.54,1.9847969E7,517.95,1.6334094E7,81.59,3513875.0,81.59,3513875.0
Idaho,2019,1,396.43,2.1063256E7,314.86,2.1089611E7,81.57,-26355.0,81.57,26355.0
Tennessee,2020,3,595.78,2.54066617E8,514.29,2.23317391E8,81.49,3.0749226E7,81.49,3.0749226E7
New Jersey,2019,2,287.6,1.00606702E8,368.82,1.00533174E8,-81.22,73528.0,81.22,73528.0
Wyoming,2021,3,515.35,7000456.0,596.31,8088881.0,-80.96,-1088425.0,80.96,1088425.0
Nevada,2019,1,368.64,6.2862644E7,287.76,6.4970739E7,80.88,-2108095.0,80.88,2108095.0
California,2019,1,427.64,6.40086258E8,346.87,6.58227839E8,80.77,-1.8141581E7,80.77,1.8141581E7
Indiana,2023,3,426.53,1.22610213E8,345.76,9.7946561E7,80.77,2.4663652E7,80.77,2.4663652E7
Wyoming,2009,2,458.56,5422354.0,377.82,4048361.0,80.74,1373993.0,80.74,1373993.0
Arizona,2019,1,414.94,1.20898605E8,334.26,1.27699775E8,80.68,-6801170.0,80.68,6801170.0
Alaska,2004,1,533.32,1.0103946E7,452.75,6318463.0,80.57,3785483.0,80.57,3785483.0
Wisconsin,1992,1,359.48,4.6497746E7,440.05,4.6250357E7,-80.57,247389.0,80.57,247389.0
Delaware,2019,1,386.79,1.9556512E7,306.38,2.0239246E7,80.41,-682734.0,80.41,682734.0
New Hampshire,2023,1,487.49,1.908065E7,567.88,2.1376505E7,-80.39,-2295855.0,80.39,2295855.0
Guam,1990,2,864.15,2914643.0,944.1,3170841.0,-79.95,-256198.0,79.95,256198.0
Maine,2024,2,275.96,2.8193963E7,355.56,3.5807802E7,-79.6,-7613839.0,79.6,7613839.0
Alaska,1998,1,612.22,9344731.0,532.72,6633811.0,79.5,2710920.0,79.5,2710920.0
Montana,2022,4,368.57,1.6092449E7,289.41,1.2912493E7,79.16,3179956.0,79.16,3179956.0
Massachusetts,2019,2,262.69,1.17288436E8,341.8,1.21649682E8,-79.11,-4361246.0,79.11,4361246.0
Massachusetts,2022,4,543.95,3.50717264E8,464.95,2.94067054E8,79.0,5.665021E7,79.0,5.665021E7
Maine,1998,2,278.73,1.5522107E7,357.72,2.082515E7,-78.99,-5303043.0,78.99,5303043.0
Virgin Islands,2009,1,626.37,3698352.0,705.29,3844982.0,-78.92,-146630.0,78.92,146630.0
New Jersey,2019,1,368.82,1.00533174E8,290.15,1.05470448E8,78.67,-4937274.0,78.67,4937274.0
Rhode Island,2019,2,281.13,2.529587E7,359.63,2.6230913E7,-78.5,-935043.0,78.5,935043.0
Minnesota,2019,1,343.44,5.5057375E7,265.37,5.5751193E7,78.07,-693818.0,78.07,693818.0
Oklahoma,2019,1,412.67,8.6868107E7,334.68,8.9905999E7,77.99,-3037892.0,77.99,3037892.0
Iowa,2019,2,291.84,4.4528364E7,369.7,4.6532233E7,-77.86,-2003869.0,77.86,2003869.0
Illinois,2022,4,547.95,6.05030547E8,470.18,5.1149176E8,77.77,9.3538787E7,77.77,9.3538787E7
Guam,1989,4,976.82,3290938.0,899.51,3022697.0,77.31,268241.0,77.31,268241.0
Delaware,2023,1,514.08,3.1365629E7,591.1,3.5883474E7,-77.02,-4517845.0,77.02,4517845.0
Nevada,2020,2,400.16,1.03744298E8,323.24,7.2121578E7,76.92,3.162272E7,76.92,3.162272E7
Alaska,2000,1,578.75,8190883.0,501.86,5694907.0,76.89,2495976.0,76.89,2495976.0
Guam,1991,3,841.55,2834397.0,918.3,2999251.0,-76.75,-164854.0,76.75,164854.0
Florida,2005,4,407.25,3.7463776E8,330.52,2.05721432E8,76.73,1.68916328E8,76.73,1.68916328E8
Wisconsin,2019,1,340.93,8.2416008E7,264.31,8.4800195E7,76.62,-2384187.0,76.62,2384187.0
Utah,2023,1,529.5,4.1251454E7,605.67,4.7220167E7,-76.17,-5968713.0,76.17,5968713.0
West Virginia,2023,1,468.02,8.0813006E7,543.91,9.4437555E7,-75.89,-1.3624549E7,75.89,1.3624549E7
Vermont,1995,3,359.91,9385791.0,284.09,7600742.0,75.82,1785049.0,75.82,1785049.0
Idaho,2008,4,430.63,2.0353812E7,355.01,1.5332621E7,75.62,5021191.0,75.62,5021191.0
Hawaii,2008,4,547.86,2.9446453E7,472.38,2.4164289E7,75.48,5282164.0,75.48,5282164.0
Virgin Islands,2009,2,701.79,4626549.0,626.37,3698352.0,75.42,928197.0,75.42,928197.0
Virgin Islands,2021,1,676.04,8004242.0,600.71,6893082.0,75.33,1111160.0,75.33,1111160.0
Delaware,1999,1,406.05,5544202.0,330.78,5165617.0,75.27,378585.0,75.27,378585.0
Virgin Islands,2023,1,691.74,7428189.0,767.01,8318449.0,-75.27,-890260.0,75.27,890260.0
Delaware,1989,4,438.11,5052026.0,363.21,4034936.0,74.9,1017090.0,74.9,1017090.0
Rhode Island,1989,4,330.83,8557414.0,255.93,6456506.0,74.9,2100908.0,74.9,2100908.0
Delaware,2022,2,483.95,2.8603942E7,558.81,3.2752831E7,-74.86,-4148889.0,74.86,4148889.0
New York,2021,4,535.09,8.60441651E8,460.34,7.37364089E8,74.75,1.23077562E8,74.75,1.23077562E8
Alaska,1997,1,600.08,1.0172712E7,525.54,7098527.0,74.54,3074185.0,74.54,3074185.0
Washington,2023,1,455.02,2.35798394E8,529.46,2.75508568E8,-74.44,-3.9710174E7,74.44,3.9710174E7
Maryland,2023,1,486.1,1.79067109E8,560.11,2.0065651E8,-74.01,-2.1589401E7,74.01,2.1589401E7
Arkansas,2023,4,372.19,4.8046633E7,299.17,3.7696993E7,73.02,1.034964E7,73.02,1.034964E7
Rhode Island,1999,2,288.07,9909724.0,215.14,7465278.0,72.93,2444446.0,72.93,2444446.0
New York,2008,4,375.8,4.25734837E8,302.95,3.29732404E8,72.85,9.6002433E7,72.85,9.6002433E7
New Hampshire,2019,2,245.59,9681264.0,318.19,1.0108441E7,-72.6,-427177.0,72.6,427177.0
Idaho,2009,2,499.51,2.8536188E7,427.0,2.2718874E7,72.51,5817314.0,72.51,5817314.0
Louisiana,2009,2,470.7,1.42003304E8,398.36,1.16429377E8,72.34,2.5573927E7,72.34,2.5573927E7
North Carolina,2017,1,287.66,2.23442821E8,359.38,2.92990206E8,-71.72,-6.9547385E7,71.72,6.9547385E7
District of Columbia,2022,4,520.51,4.3961409E7,448.84,3.9440308E7,71.67,4521101.0,71.67,4521101.0
Pennsylvania,2022,4,557.48,5.60917668E8,486.1,4.80865982E8,71.38,8.0051686E7,71.38,8.0051686E7
Alaska,1995,1,615.43,1.0226086E7,544.18,7004379.0,71.25,3221707.0,71.25,3221707.0
Florida,2005,1,312.05,1.94545707E8,382.92,3.09287939E8,-70.87,-1.14742232E8,70.87,1.14742232E8
New Hampshire,2022,4,567.88,2.1376505E7,497.05,1.8473962E7,70.83,2902543.0,70.83,2902543.0
Montana,2019,2,293.55,1.5540395E7,364.32,1.576843E7,-70.77,-228035.0,70.77,228035.0
Connecticut,2012,1,357.88,7.8517865E7,428.64,9.3128652E7,-70.76,-1.4610787E7,70.76,1.4610787E7
North Carolina,2023,1,506.97,4.21408512E8,577.62,4.78696765E8,-70.65,-5.7288253E7,70.65,5.7288253E7
Florida,2023,4,359.76,6.05156579E8,289.23,4.78922182E8,70.53,1.26234397E8,70.53,1.26234397E8
Minnesota,2023,3,377.2,8.8311311E7,306.88,7.1770372E7,70.32,1.6540939E7,70.32,1.6540939E7
Utah,2009,2,483.44,3.7866428E7,413.14,2.8535784E7,70.3,9330644.0,70.3,9330644.0
Alaska,2021,1,716.73,2.5146317E7,646.59,2.3467466E7,70.14,1678851.0,70.14,1678851.0
Kansas,2022,4,595.64,5.5978896E7,525.68,5.0766634E7,69.96,5212262.0,69.96,5212262.0
North Carolina,1996,3,400.35,1.20446901E8,330.43,8.4223223E7,69.92,3.6223678E7,69.92,3.6223678E7
Oklahoma,2009,2,455.18,9.1952844E7,385.4,7.274945E7,69.78,1.9203394E7,69.78,1.9203394E7
Delaware,2021,1,523.05,2.9582882E7,453.86,2.7211178E7,69.19,2371704.0,69.19,2371704.0
New Mexico,2009,2,467.32,5.7918874E7,398.35,4.5533418E7,68.97,1.2385456E7,68.97,1.2385456E7
Alaska,1996,1,631.7,1.05364E7,562.83,7218467.0,68.87,3317933.0,68.87,3317933.0
Texas,2017,3,436.26,7.88902405E8,367.39,5.82903244E8,68.87,2.05999161E8,68.87,2.05999161E8
Alabama,2009,2,470.19,1.35037766E8,401.36,1.08296051E8,68.83,2.6741715E7,68.83,2.6741715E7
South Dakota,2009,2,490.55,1.5406944E7,421.73,1.2488148E7,68.82,2918796.0,68.82,2918796.0
Guam,2001,4,884.62,6432999.0,815.8,5771383.0,68.82,661616.0,68.82,661616.0
Texas,2009,2,498.91,5.78646449E8,430.11,4.98213339E8,68.8,8.043311E7,68.8,8.043311E7
Iowa,2019,1,369.7,4.6532233E7,301.04,4.7728087E7,68.66,-1195854.0,68.66,1195854.0
Nebraska,2019,2,318.65,2.3358154E7,387.23,2.485972E7,-68.58,-1501566.0,68.58,1501566.0
Kansas,2009,2,412.57,4.2261826E7,344.29,3.3141127E7,68.28,9120699.0,68.28,9120699.0
Guam,2024,3,784.21,1.0301703E7,852.49,1.0276463E7,-68.28,25240.0,68.28,25240.0
Missouri,2021,3,499.04,1.67616484E8,567.27,1.8996314E8,-68.23,-2.2346656E7,68.23,2.2346656E7
Arizona,2009,2,486.68,1.71332688E8,418.57,1.35288133E8,68.11,3.6044555E7,68.11,3.6044555E7
Texas,2022,4,656.95,1.055910795E9,588.9,8.90956326E8,68.05,1.64954469E8,68.05,1.64954469E8
Oklahoma,2022,3,487.24,1.57884278E8,555.26,1.7198415E8,-68.02,-1.4099872E7,68.02,1.4099872E7
Nevada,2022,4,545.99,1.36522345E8,478.01,1.18739442E8,67.98,1.7782903E7,67.98,1.7782903E7
Massachusetts,2008,4,340.49,1.03749491E8,272.52,7.7479617E7,67.97,2.6269874E7,67.97,2.6269874E7
Wyoming,2021,1,582.43,7950470.0,514.52,6726781.0,67.91,1223689.0,67.91,1223689.0
Georgia,2009,2,492.15,2.7156086E8,424.37,2.16731231E8,67.78,5.4829629E7,67.78,5.4829629E7
New York,2022,3,435.17,7.21588513E8,502.55,8.30701415E8,-67.38,-1.09112902E8,67.38,1.09112902E8
North Dakota,2009,2,453.12,1.1115165E7,385.82,8998137.0,67.3,2117028.0,67.3,2117028.0
Rhode Island,2019,1,359.63,2.6230913E7,292.49,2.7490786E7,67.14,-1259873.0,67.14,1259873.0
New Jersey,2022,4,467.75,1.89377202E8,534.77,2.17955853E8,-67.02,-2.8578651E7,67.02,2.8578651E7
Oregon,2021,2,494.93,2.07306915E8,428.01,1.9209552E8,66.92,1.5211395E7,66.92,1.5211395E7
Colorado,2023,1,508.68,1.50445457E8,575.49,1.67478706E8,-66.81,-1.7033249E7,66.81,1.7033249E7
Indiana,2009,2,481.61,1.45312432E8,414.83,1.2106669E8,66.78,2.4245742E7,66.78,2.4245742E7
Virginia,2022,1,533.47,2.09791907E8,600.04,2.31882012E8,-66.57,-2.2090105E7,66.57,2.2090105E7
Maine,1998,1,357.72,2.082515E7,291.21,1.5931902E7,66.51,4893248.0,66.51,4893248.0
Nevada,2021,2,517.7,1.16914353E8,451.35,1.0924354E8,66.35,7670813.0,66.35,7670813.0
New Hampshire,2021,1,496.15,1.791345E7,429.83,1.5852783E7,66.32,2060667.0,66.32,2060667.0
South Carolina,2021,1,552.69,1.61276124E8,486.53,1.40383314E8,66.16,2.089281E7,66.16,2.089281E7
South Dakota,2022,4,447.29,1.5265086E7,381.31,1.2914424E7,65.98,2350662.0,65.98,2350662.0
Iowa,2021,1,534.96,7.5768828E7,468.98,6.9084009E7,65.98,6684819.0,65.98,6684819.0
Massachusetts,2019,1,341.8,1.21649682E8,275.9,1.24273138E8,65.9,-2623456.0,65.9,2623456.0
Nebraska,2019,1,387.23,2.485972E7,321.41,2.3722659E7,65.82,1137061.0,65.82,1137061.0
Georgia,2020,2,441.44,3.59361771E8,375.71,2.40014944E8,65.73,1.19346827E8,65.73,1.19346827E8
Mississippi,2009,2,439.38,9.5271238E7,373.85,7.688576E7,65.53,1.8385478E7,65.53,1.8385478E7
Connecticut,2023,1,474.03,1.07489414E8,539.49,1.21184799E8,-65.46,-1.3695385E7,65.46,1.3695385E7
Alaska,1992,1,636.25,7447777.0,701.58,7588741.0,-65.33,-140964.0,65.33,140964.0
District of Columbia,2023,1,455.19,3.8279199E7,520.51,4.3961409E7,-65.32,-5682210.0,65.32,5682210.0
Connecticut,2022,3,413.99,9.1921194E7,479.19,1.05358862E8,-65.2,-1.3437668E7,65.2,1.3437668E7
Florida,2021,1,481.24,9.09863244E8,416.05,8.3978214E8,65.19,7.0081104E7,65.19,7.0081104E7
Montana,2019,1,364.32,1.576843E7,299.47,1.5950123E7,64.85,-181693.0,64.85,181693.0
Nebraska,2009,2,425.24,2.4934237E7,360.48,1.9985421E7,64.76,4948816.0,64.76,4948816.0
Florida,2023,1,355.99,6.22113783E8,420.73,7.39660372E8,-64.74,-1.17546589E8,64.74,1.17546589E8
Idaho,2021,4,362.13,2.2181081E7,297.55,1.8392228E7,64.58,3788853.0,64.58,3788853.0
Missouri,2021,1,544.37,1.8392758E8,479.93,1.6292834E8,64.44,2.099924E7,64.44,2.099924E7
Rhode Island,1995,3,401.59,1.5729633E7,337.21,1.3443017E7,64.38,2286616.0,64.38,2286616.0
Colorado,2009,2,490.33,7.1144184E7,426.22,5.6698217E7,64.11,1.4445967E7,64.11,1.4445967E7
South Carolina,2009,2,449.28,1.38212604E8,385.18,1.13323277E8,64.1,2.4889327E7,64.1,2.4889327E7
Idaho,2021,1,517.9,3.3059223E7,453.84,2.9131504E7,64.06,3927719.0,64.06,3927719.0
New Hampshire,2019,1,318.19,1.0108441E7,254.28,1.0351135E7,63.91,-242694.0,63.91,242694.0
Arkansas,2009,2,449.27,7.8541212E7,385.37,6.4906426E7,63.9,1.3634786E7,63.9,1.3634786E7
New Jersey,2013,1,369.44,1.58391443E8,433.31,1.88420483E8,-63.87,-3.002904E7,63.87,3.002904E7
Louisiana,2022,4,615.61,2.69980529E8,551.8,2.18267741E8,63.81,5.1712788E7,63.81,5.1712788E7
Virginia,2009,2,425.07,1.29659543E8,361.3,1.02607433E8,63.77,2.705211E7,63.77,2.705211E7
Florida,1992,4,432.84,2.64460775E8,496.43,2.92623695E8,-63.59,-2.816292E7,63.59,2.816292E7
South Carolina,1999,4,385.41,4.7882215E7,321.83,3.9547456E7,63.58,8334759.0,63.58,8334759.0
North Carolina,2009,2,435.8,2.26607071E8,372.35,1.82726673E8,63.45,4.3880398E7,63.45,4.3880398E7
Vermont,2021,1,443.84,1.7777796E7,380.4,1.5008823E7,63.44,2768973.0,63.44,2768973.0
North Dakota,2022,4,414.47,9595959.0,351.1,8176073.0,63.37,1419886.0,63.37,1419886.0
South Dakota,2021,1,543.79,1.9367708E7,480.46,1.7357924E7,63.33,2009784.0,63.33,2009784.0
Utah,2021,1,581.03,4.2835537E7,517.71,3.7890124E7,63.32,4945413.0,63.32,4945413.0
Guam,2013,4,829.85,1.3303705E7,893.15,1.3775964E7,-63.3,-472259.0,63.3,472259.0
Alaska,2000,4,477.83,5444152.0,541.07,7229725.0,-63.24,-1785573.0,63.24,1785573.0
New Mexico,2019,2,301.92,6.6250965E7,365.12,6.7462736E7,-63.2,-1211771.0,63.2,1211771.0
California,2009,2,524.1,6.07232789E8,461.25,5.01418815E8,62.85,1.05813974E8,62.85,1.05813974E8
Alaska,1991,4,701.58,7588741.0,638.74,6900086.0,62.84,688655.0,62.84,688655.0
Vermont,1995,4,297.1,7702683.0,359.91,9385791.0,-62.81,-1683108.0,62.81,1683108.0
Rhode Island,2008,4,381.77,1.7382207E7,319.04,1.3928454E7,62.73,3453753.0,62.73,3453753.0
Rhode Island,2020,2,369.59,3.3620953E7,306.99,2.7094891E7,62.6,6526062.0,62.6,6526062.0
Michigan,2022,4,561.49,4.20108254E8,498.93,3.66379574E8,62.56,5.372868E7,62.56,5.372868E7
Connecticut,2008,4,354.11,4.5755367E7,291.6,3.6229634E7,62.51,9525733.0,62.51,9525733.0
Alaska,2024,3,562.22,1.9498804E7,624.65,2.2879552E7,-62.43,-3380748.0,62.43,3380748.0
Guam,2020,4,881.34,1.2967771E7,819.02,1.3817322E7,62.32,-849551.0,62.32,849551.0
Tennessee,2009,2,442.73,2.22396565E8,380.41,1.81687388E8,62.32,4.0709177E7,62.32,4.0709177E7
Missouri,2009,2,429.26,1.57598989E8,366.96,1.29137749E8,62.3,2.846124E7,62.3,2.846124E7
Georgia,2022,1,540.78,4.2911318E8,602.92,4.69181857E8,-62.14,-4.0068677E7,62.14,4.0068677E7
Florida,1989,4,440.47,1.25338644E8,378.39,1.02240944E8,62.08,2.30977E7,62.08,2.30977E7
North Carolina,2021,2,561.72,4.45247588E8,499.79,3.93732417E8,61.93,5.1515171E7,61.93,5.1515171E7
Kansas,2021,1,524.54,5.1027862E7,462.84,4.4248205E7,61.7,6779657.0,61.7,6779657.0
Iowa,2009,2,421.11,5.790876E7,359.44,4.7694171E7,61.67,1.0214589E7,61.67,1.0214589E7
Rhode Island,2023,1,455.08,3.9898425E7,516.57,4.4633937E7,-61.49,-4735512.0,61.49,4735512.0
Nevada,2003,2,298.9,1.5192493E7,360.31,1.7141074E7,-61.41,-1948581.0,61.41,1948581.0
Oregon,1989,4,404.84,3.6394916E7,343.46,3.0481477E7,61.38,5913439.0,61.38,5913439.0
Minnesota,2020,3,642.37,1.37666761E8,703.75,1.50266242E8,-61.38,-1.2599481E7,61.38,1.2599481E7
California,2008,4,462.31,4.7020849E8,401.25,3.87303307E8,61.06,8.2905183E7,61.06,8.2905183E7
Rhode Island,1990,4,343.79,1.0764969E7,282.82,8432692.0,60.97,2332277.0,60.97,2332277.0
Indiana,1989,4,458.27,4.5937768E7,397.33,3.9120285E7,60.94,6817483.0,60.94,6817483.0
North Carolina,1999,3,368.55,8.8290634E7,307.62,6.341802E7,60.93,2.4872614E7,60.93,2.4872614E7
Vermont,2008,4,340.66,1.0313973E7,279.78,7985239.0,60.88,2328734.0,60.88,2328734.0
Michigan,2021,1,480.37,3.41650495E8,419.52,2.91297317E8,60.85,5.0353178E7,60.85,5.0353178E7
Georgia,2022,4,380.97,3.03282321E8,320.14,2.5654657E8,60.83,4.6735751E7,60.83,4.6735751E7
Virgin Islands,1999,4,703.38,3813200.0,642.55,3518702.0,60.83,294498.0,60.83,294498.0
Hawaii,1991,4,618.35,2.2366995E7,557.6,2.0106838E7,60.75,2260157.0,60.75,2260157.0
Montana,2009,2,448.91,1.9077082E7,388.17,1.5240163E7,60.74,3836919.0,60.74,3836919.0
Maine,2021,1,466.53,4.194382E7,405.84,3.5934038E7,60.69,6009782.0,60.69,6009782.0
Iowa,2022,4,369.84,4.926844E7,309.22,4.180763E7,60.62,7460810.0,60.62,7460810.0
New Jersey,2021,1,516.84,2.15944409E8,456.3,1.82286549E8,60.54,3.365786E7,60.54,3.365786E7
Florida,2023,3,289.23,4.78922182E8,349.73,5.83120584E8,-60.5,-1.04198402E8,60.5,1.04198402E8
Alaska,1993,4,623.14,8839451.0,562.65,8418849.0,60.49,420602.0,60.49,420602.0
Massachusetts,2023,1,483.65,3.17813824E8,543.95,3.50717264E8,-60.3,-3.290344E7,60.3,3.290344E7
Georgia,2023,4,420.58,2.83651192E8,360.39,2.63334654E8,60.19,2.0316538E7,60.19,2.0316538E7
Montana,1989,4,416.07,8497647.0,356.01,7274225.0,60.06,1223422.0,60.06,1223422.0
Ohio,2009,2,467.23,3.01892714E8,407.18,2.46001105E8,60.05,5.5891609E7,60.05,5.5891609E7
Alaska,2022,4,883.97,2.2154045E7,824.04,3.2644211E7,59.93,-1.0490166E7,59.93,1.0490166E7
Missouri,2019,2,322.69,1.03576296E8,382.6,1.08224709E8,-59.91,-4648413.0,59.91,4648413.0
Virginia,2021,1,523.14,1.97804955E8,463.29,1.7525354E8,59.85,2.2551415E7,59.85,2.2551415E7
North Carolina,1996,4,340.61,8.9464059E7,400.35,1.20446901E8,-59.74,-3.0982842E7,59.74,3.0982842E7
North Dakota,2021,1,542.11,1.3425786E7,482.48,1.1517284E7,59.63,1908502.0,59.63,1908502.0
Minnesota,1995,1,315.21,4.156934E7,374.83,4.915996E7,-59.62,-7590620.0,59.62,7590620.0
Guam,2020,3,819.02,1.3817322E7,878.61,1.4453458E7,-59.59,-636136.0,59.59,636136.0
Oregon,2022,4,498.0,2.06519304E8,438.51,1.87456138E8,59.49,1.9063166E7,59.49,1.9063166E7
Pennsylvania,2009,2,408.84,2.6207403E8,349.47,2.16676345E8,59.37,4.5397685E7,59.37,4.5397685E7
Georgia,2021,2,566.22,4.34511358E8,506.89,4.18483507E8,59.33,1.6027851E7,59.33,1.6027851E7
Indiana,2022,4,438.37,1.24350439E8,379.04,1.09262646E8,59.33,1.5087793E7,59.33,1.5087793E7
New Mexico,2008,4,404.41,4.3111035E7,345.1,3.4796968E7,59.31,8314067.0,59.31,8314067.0
Guam,1989,2,913.15,3049528.0,853.91,3131492.0,59.24,-81964.0,59.24,81964.0
New York,2009,2,435.3,5.51373575E8,376.08,4.49406843E8,59.22,1.01966732E8,59.22,1.01966732E8
